Name,Number,League,Country,Registered,url
Rif Raf Landgraf,594,Houston Roller Derby,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Vera Zombies,54 46,Big Bucks High Rollers,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Jake GyllenBrawl,9802,Cheshire Hellcats Roller Derby,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Rosie Retribution,19,Borderland Brawlers,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Pretty Skate Machine,51N,Big Bucks High Rollers,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Mighty Dre,84,One Love Roller Dolls,Belgium,"20th January, 2014",http://www.derbyrollcall.com/everyone
Meshuggah Dadduy,,London Rollergirls Recreational League,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Shoplifter,6876,Wirral pack animals,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Nada Chancenhell,666,,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Azkajam,XY390,Dub city derby girls,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Soup Dragon,70,Liverpool Roller Birds,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Meshuggah Daddy,,London Rollergirls Recreational League,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Vixen D'Bruzer,62,North Texas Derby Revolution,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Lady Havok,401,Shoreline Roller Derby,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Lady Havok,401,"Shoreline Roller Derby (Groton,CT)",United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Boot Scootin Bully,36,Blue Ridge Rollergirls,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Glitter N Twisted,2411,Big Bucks High Rollers,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Emma Propriate,702,Spindletop Rollergirls,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
The Big O,0,Rocket City Roller Derby,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Rosie the Ruiner,100,Hub City Derby Dames,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Elli-Wan Kenobi,15,Leeds Roller Dolls,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Hurt Reynolds,66,Manchester Roller Derby,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Al-pocalypse,42,Preston Roller Girls,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
RipCity,24,North Texas Derby Revolution,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Lilley Savage,73,Skateful Dead,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
shank the skank,,dub city derby girls,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Echo,42,BVDG,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
One Hit WoundHer,11,Blue Ridge Rollergirls,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
BeanStalkin'ya,247,,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Breaking Dawn,5,,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
sk8geek,73,Skateful Dead,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
GrrRowan Pains,13,Rochester Royal Rollers,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Melicious Mayhem,32,,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Elle Loco,K133,Rainy City Roller Girls,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
D*Tox*Her,5789,,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Anne Huerism,68X,Muscogee Roller Girls,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Canna-Bomber,b00m,Carson victory rollers,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Or Nor,13,Big Bucks High Rollers,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Jack E. RIPHer,203,,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Lily O'Ssassin,86er,GRITS Roller Derby,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Deadamame,16 oz,Tahoe Derby Dames,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
wildthing,,,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
B. Friendly,3,River Valley Roller Girls,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Anne Huerism,68x,Muscogee Roller Girls,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Seven Deadly Sims,,Seaside Sirens,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Abbey Knock Her Down,428,North Texas Derby Revolution,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Mr. Scumface,A55,Manchester Roller Derby,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
King Crazy,4,Spa Town Roller Girls,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Speedyrella,5150,Alamo City Rollergirls,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Chewbash'er,90,Preston Roller Girls,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Indiana Bones,206,East Texas Bombers Roller Derby,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
MJ Smash,1103,Conroe Roller Derby,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Barnes & Nail Her,22,Springfield's Queen City Roller Derby,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Rhythm & Bruise,,,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Blaque Jac,21,Tampa Roller Derby,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
lemmy Atom,7777,NRG/SSB,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Anya Kneez,1971,,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Rhythm & Bruise,828,,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Nellie Shovett,55,Middle Georgia Derby Demons,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
MoriarTEA,5,one love roller dolls,Belgium,"20th January, 2014",http://www.derbyrollcall.com/everyone
Starfire,4CE,Riverside Rebels,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
The Atkins Riot,42,Nottingham Roller Girls,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Fujiyama Mama,#805,,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Blackout,2904,Brussels Derby Pixies,Belgium,"20th January, 2014",http://www.derbyrollcall.com/everyone
Lieutenant Dan,2L2Q,Mac Town Sugar Skulls,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Torrential Reign,,,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Lyd Vicious,95,North Wales Roller Derby,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Nestle Quik,42,Rocket City Roller Derby,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Dee-Terminate'her,121,The Cheshire Hellcats,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Cali Floor'Ya,714,Liverpool Roller Birds,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Bertie Dastard,1615em,Knights of Oldham Roller Derby,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
AnniHilate,11,Borderland Brawlers Roller Derby,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Majin Buu,10,One Love Roller Dolls,Belgium,"20th January, 2014",http://www.derbyrollcall.com/everyone
Beat'er Block'er,50mg,,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Permanent Menstrual Tension (PMT),1701,Big Bucks High Rollers,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
icewolf,889,mississippi rollergirls,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Turbo Pete,55,Southern Discomfort,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Natastrophe,72,Nottingham Roller Girls,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Hades Huntress,5,Nottingham Roller Girls,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Truck Norris,18,Furness Firecrackers,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
PandaVicious,912,Houston Roller Derby,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Linda LuMardy,308,Wakey Wheeled Cats,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
lady vamp,9743,,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Pina Collide Her,38,Oxford Wheels of Gory,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Kathital Punishment,46,Lincolnshire Bombers Roller Girls,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Millie M. Falcon,0B1,Borderland Brawlers Roller Derby,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Galactic Scoundrel,,North Texas Derby Revolution,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Honor Rampage,181,Central City Roller Girls,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Stunt Cupid (ref),,Nottingham Roller Girls / Super Smash Brollers,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Orla Skew,95,Dolly Rockit Rollers,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Nia miss,00ps,North wales roller derby,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
8mean MacKenzie,18,,Canada,"20th January, 2014",http://www.derbyrollcall.com/everyone
WereMILF,107,SPDD,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Pretty Miffed,55,Rainy City Roller Girls,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Spacey Lords,1337,Sonoma County / Sierra Regional Roller Derby / Team Rex,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Tweet N Sour,55,Girls Rollin' In The South,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Violent Bob,4,Dublin Roller Derby,Ireland,"20th January, 2014",http://www.derbyrollcall.com/everyone
Oxidizing Angel,0440,Molly Roger Rollergirls,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Mourning Wood,8am,Los Angeles Derby Dolls (LADD),United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Down N Jersey,973,Tampa Roller Derby,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Lauren Disorder,1999,Rainy City Roller Girls,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Lady Bashory,b100d,North Cheshire Victory Rollers,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Ho Bag,90,Liverpool Roller Birds,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Sonic Pile Drive-Her (Ref),0440,Molly Roger Rollergirls,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
ALIEN AL,100%,The Inhuman League,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
splatocaster,,,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
RodgerThat,594,NRG,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Pikachu,,Molly Roger Rollergirls,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Eirinn Go Brawl,912,Jacksonville RollerGirls,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Rx Bex,30mg,Crossroads City Derby,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Barbie Bulletcatcher,15,,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Immortal Eyes,44,Oxford Wheels of Gory,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Shortzenegger,4,Big Bucks High Rollers,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Iva Grudge,TEN8,Lakeland Derby Dames,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
PackMaster,W01F,Riverside Rebels Roller Derby,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Killa Mandjaro,5895m,Liverpool Roller Birds,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
HarKor Kaos,WW3,,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Casanovacaine,781,,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
SharpE MarkHer,8D,Okcrd,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Germaine of Thrones,,,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Ivy Grumpus,305,Northside Roller Derby,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Redhead Dare,999,,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
East Cider,69,H.O.S.S.A.,Germany,"20th January, 2014",http://www.derbyrollcall.com/everyone
Yolanda B. Cruel,.38spl,Liverpool Roller Birds,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Lily the Kid,138,Tampa Roller Derby,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Tankerbell,74,super smash brollers,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Jowanna Fite,7,Unforgiven roller girls,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Phylla Bust-Her,73,,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Southern Charm,CP4,Roe City Rollers,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Booster Quadburn,187,Belfast Roller Derby,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Liv N InSin,,Reaper Roller Girls,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Sarbanes Foxie,sec. 404,Bradentucky Bombers,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Sidney Vicious,'77,,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Whippin' Beat-Her,509,Wicked City Derby Damez,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Bellicose Blondie,212,Fort Myers Derby Girl,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Daisy Fever,13,Girls Rollin in the South,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
RedruM,318,,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Breezy Weezy,110,,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Darth Kaytus,42,Roe City Rollers,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Basha Bloodaxe,947AD,Liverpool Roller Birds,United Kingdom,"20th January, 2014",http://www.derbyrollcall.com/everyone
Freak Show,3 o' Clubs,,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
DisGrace Slick,2112,Blue Ridge Rollergirls,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Paul Ref-Fear,1776,Northside Fury Roller Derby,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
Sue Ellen Brewsing,76,Cape Town Rollergirls,South Africa,"20th January, 2014",http://www.derbyrollcall.com/everyone
Valdemort,3,Dublin Roller Derby,Ireland,"20th January, 2014",http://www.derbyrollcall.com/everyone
Sydney Vicious,77,Wicked City Derby Damez,United States,"20th January, 2014",http://www.derbyrollcall.com/everyone
MoriarTEA,5,one love roller dolls,Belgium,"20th January, 2014",http://www.derbyrollcall.com/everyone
